2021-05-18,8:53:23,38.46,44.98,45.32,45.35,45.35
2021-05-18,8:53:18,37.77,44.17,44.5,44.52,44.53
2021-05-18,8:53:13,37.63,44.0,44.31,44.34,44.34
2021-05-18,8:53:08,36.45,42.59,42.89,42.91,42.91
2021-05-18,8:53:03,36.54,42.69,42.99,43.01,43.01
2021-05-18,8:53:01,37.68,44.02,44.32,44.34,44.35
2021-05-18,8:50:18,36.7,42.81,43.05,43.07,43.07
2021-05-18,8:50:13,35.82,41.79,42.03,42.05,42.05
2021-05-18,8:50:08,35.81,41.78,42.03,42.04,42.04
2021-05-18,8:50:03,35.24,41.11,41.36,41.38,41.38
2021-05-18,8:50:00,33.61,39.21,39.45,39.47,39.47
2021-05-18,8:48:53,39.11,45.63,45.91,45.92,45.93
2021-05-18,8:48:48,40.52,47.27,47.56,47.58,47.58
2021-05-18,8:48:43,39.45,46.02,46.3,46.32,46.32
2021-05-18,8:48:39,36.63,42.74,43.0,43.02,43.02
2021-05-18,8:48:18,36.57,42.7,42.97,42.99,42.99
2021-05-18,8:48:13,36.2,42.26,42.53,42.54,42.55
2021-05-18,8:48:08,34.0,39.69,39.94,39.96,39.96
2021-05-18,8:48:03,34.01,39.71,39.96,39.98,39.98
2021-05-18,8:47:58,34.77,40.6,40.86,40.88,40.88
2021-05-18,8:47:53,35.97,42.01,42.28,42.3,42.3
2021-05-18,8:47:48,35.61,41.58,41.85,41.87,41.87
2021-05-18,8:47:43,36.82,43.0,43.28,43.3,43.31
2021-05-18,8:47:38,36.93,43.13,43.41,43.43,43.43
2021-05-18,8:47:33,38.99,45.54,45.84,45.86,45.87
2021-05-18,8:47:28,40.66,47.5,47.82,47.85,47.85
2021-05-18,8:47:23,39.74,46.42,46.74,46.76,46.77
2021-05-18,8:47:22,38.34,44.78,45.08,45.1,45.11
2021-05-18,8:47:13,37.12,43.36,43.65,43.67,43.67
2021-05-18,8:47:08,36.43,42.55,42.83,42.85,42.85
2021-05-18,8:47:03,38.4,44.85,45.15,45.17,45.17
2021-05-18,8:46:58,38.76,45.28,45.59,45.61,45.62
2021-05-18,8:46:53,37.54,43.88,44.19,44.21,44.21
2021-05-18,8:46:48,38.13,44.57,44.88,44.9,44.91
2021-05-18,8:46:43,37.37,43.67,43.98,44.0,44.01
2021-05-18,8:46:38,36.15,42.24,42.53,42.55,42.55
2021-05-18,8:46:33,36.02,42.08,42.37,42.39,42.39
2021-05-18,8:46:28,34.61,40.43,40.7,40.72,40.72
2021-05-18,8:46:23,34.79,40.64,40.91,40.93,40.93
2021-05-18,8:46:18,35.6,41.58,41.86,41.88,41.88
2021-05-18,8:46:13,36.71,42.87,43.16,43.18,43.18
2021-05-18,8:46:08,36.79,42.97,43.25,43.27,43.28
2021-05-18,8:46:03,36.95,43.16,43.45,43.47,43.47
2021-05-18,8:45:58,36.1,42.17,42.45,42.47,42.47
2021-05-18,8:45:53,35.48,41.45,41.73,41.75,41.76
2021-05-18,8:45:48,36.4,42.53,42.82,42.84,42.84
2021-05-18,8:45:43,37.19,43.46,43.76,43.78,43.79
2021-05-18,8:45:38,37.13,43.39,43.7,43.72,43.73
2021-05-18,8:45:33,36.01,42.09,42.39,42.42,42.42
2021-05-18,8:45:28,35.85,41.91,42.21,42.23,42.23
2021-05-18,8:45:23,36.07,42.17,42.47,42.49,42.49
2021-05-18,8:45:18,37.11,43.37,43.68,43.7,43.71
2021-05-18,8:45:13,37.03,43.26,43.55,43.57,43.58
2021-05-18,8:45:08,35.89,41.91,42.19,42.2,42.21
2021-05-18,8:45:03,35.09,40.96,41.22,41.24,41.24
2021-05-18,8:44:58,37.2,43.41,43.67,43.69,43.69
2021-05-18,8:44:53,37.18,43.36,43.61,43.63,43.63
2021-05-18,8:44:48,36.04,42.01,42.24,42.26,42.26
2021-05-18,8:44:43,37.36,43.54,43.78,43.79,43.79
2021-05-18,8:44:38,38.73,45.14,45.38,45.39,45.4
2021-05-18,8:44:33,37.64,43.86,44.09,44.1,44.1
2021-05-18,8:44:28,36.58,42.63,42.85,42.86,42.86
2021-05-18,8:44:23,36.81,42.89,43.12,43.13,43.14
2021-05-18,8:44:18,37.47,43.66,43.89,43.9,43.91
2021-05-18,8:44:13,36.11,42.08,42.31,42.32,42.32
2021-05-18,8:44:08,35.71,41.61,41.83,41.85,41.85
2021-05-18,8:44:03,35.54,41.42,41.64,41.65,41.65
2021-05-18,8:43:58,36.16,42.14,42.37,42.38,42.39
2021-05-18,8:43:53,35.58,41.48,41.71,41.72,41.73
2021-05-18,8:43:48,35.55,41.45,41.69,41.7,41.71
2021-05-18,8:43:43,35.66,41.6,41.85,41.86,41.86
2021-05-18,8:43:38,35.45,41.37,41.62,41.64,41.64
2021-05-18,8:43:33,37.08,43.28,43.55,43.57,43.57
2021-05-18,8:43:28,38.46,44.9,45.19,45.21,45.21
2021-05-18,8:43:23,38.77,45.27,45.56,45.58,45.59
2021-05-18,8:43:18,37.65,43.97,44.25,44.27,44.28
2021-05-18,8:43:13,36.6,42.74,43.03,43.05,43.05
2021-05-18,8:43:08,37.81,44.17,44.47,44.49,44.49
2021-05-18,8:43:03,40.27,47.03,47.34,47.36,47.37
2021-05-18,8:42:58,41.46,48.4,48.71,48.73,48.74
2021-05-18,8:42:53,39.68,46.31,46.6,46.62,46.62
2021-05-18,8:42:48,38.92,45.42,45.7,45.72,45.73
2021-05-18,8:42:43,37.58,43.86,44.12,44.14,44.15
2021-05-18,8:42:38,35.43,41.34,41.59,41.61,41.61
2021-05-18,8:42:33,35.65,41.6,41.85,41.87,41.87
2021-05-18,8:42:28,36.74,42.87,43.13,43.14,43.15
2021-05-18,8:42:23,37.73,44.02,44.29,44.3,44.31
2021-05-18,8:42:18,38.35,44.75,45.03,45.05,45.05
2021-05-18,8:42:13,37.74,44.06,44.34,44.36,44.36
2021-05-18,8:42:08,38.26,44.68,44.97,44.99,44.99
2021-05-18,8:42:03,37.71,44.04,44.33,44.35,44.35
2021-05-18,8:41:58,38.03,44.42,44.71,44.73,44.74
2021-05-18,8:41:53,37.82,44.17,44.46,44.48,44.48
2021-05-18,8:41:48,38.4,44.84,45.14,45.16,45.16
2021-05-18,8:41:43,38.3,44.71,45.0,45.02,45.02
2021-05-18,8:41:38,38.59,45.04,45.32,45.34,45.34
2021-05-18,8:41:33,38.18,44.55,44.82,44.84,44.84
2021-05-18,8:41:28,37.69,43.96,44.22,44.23,44.24
2021-05-18,8:41:23,36.22,42.23,42.46,42.48,42.48
2021-05-18,8:41:18,35.96,41.91,42.14,42.15,42.15
2021-05-18,8:41:13,37.09,43.21,43.43,43.45,43.45
2021-05-18,8:41:08,37.72,43.92,44.13,44.14,44.14
2021-05-18,8:41:03,36.73,42.76,42.95,42.96,42.96
2021-05-18,8:40:58,35.27,41.04,41.23,41.24,41.24
2021-05-18,8:40:53,32.9,38.29,38.46,38.47,38.47
2021-05-18,8:40:48,32.69,38.04,38.21,38.22,38.22
2021-05-18,8:40:43,33.2,38.63,38.81,38.81,38.81
2021-05-18,8:40:38,34.25,39.86,40.04,40.05,40.05
2021-05-18,8:40:33,35.03,40.77,40.95,40.96,40.96
2021-05-18,8:40:27,36.68,42.69,42.89,42.89,42.9
2021-05-18,8:40:22,36.99,43.07,43.27,43.28,43.28
2021-05-18,8:40:17,36.86,42.91,43.12,43.13,43.13
2021-05-18,8:40:15,37.34,43.49,43.7,43.71,43.71
2021-05-18,8:40:07,36.37,42.37,42.59,42.6,42.6
2021-05-18,8:40:02,36.41,42.43,42.65,42.66,42.67
2021-05-18,8:39:57,37.6,43.82,44.05,44.06,44.07
2021-05-18,8:39:52,39.5,46.04,46.29,46.31,46.31
2021-05-18,8:39:47,40.59,47.31,47.58,47.59,47.59
2021-05-18,8:39:42,40.48,47.19,47.45,47.46,47.47
2021-05-18,8:39:37,40.91,47.7,47.97,47.98,47.99
2021-05-18,8:39:32,39.76,46.35,46.6,46.62,46.62
2021-05-18,8:39:27,38.6,44.99,45.24,45.25,45.26
2021-05-18,8:39:26,37.51,43.72,43.95,43.97,43.97
2021-05-18,8:39:17,36.02,41.98,42.2,42.21,42.22
2021-05-18,8:39:12,36.6,42.66,42.89,42.9,42.9
2021-05-18,8:39:07,38.43,44.79,45.03,45.04,45.05
2021-05-18,8:39:02,40.03,46.66,46.91,46.93,46.93
2021-05-18,8:38:57,39.91,46.52,46.78,46.8,46.8
2021-05-18,8:38:52,38.98,45.44,45.7,45.71,45.71
2021-05-18,8:38:47,39.19,45.68,45.93,45.95,45.95
2021-05-18,8:38:42,38.48,44.86,45.1,45.11,45.12
2021-05-18,8:38:37,37.95,44.23,44.47,44.48,44.48
2021-05-18,8:38:35,39.39,45.91,46.16,46.17,46.17
2021-05-18,8:38:32,39.39,45.91,46.16,46.17,46.17
2021-05-18,8:38:27,40.34,47.02,47.27,47.29,47.29
2021-05-18,8:38:22,40.38,47.06,47.32,47.33,47.34
2021-05-18,8:38:17,39.84,46.43,46.68,46.7,46.7
2021-05-18,8:38:12,39.82,46.41,46.66,46.67,46.67
2021-05-18,8:38:07,37.58,43.78,44.01,44.02,44.03
2021-05-18,8:38:02,36.81,42.88,43.09,43.1,43.11
2021-05-18,8:37:57,35.8,41.7,41.9,41.91,41.91
2021-05-18,8:37:54,35.01,40.76,40.96,40.97,40.97
2021-05-18,8:37:47,35.32,41.13,41.32,41.33,41.33
2021-05-18,8:37:42,35.62,41.46,41.66,41.67,41.67
2021-05-18,8:37:37,36.08,42.0,42.2,42.2,42.21
2021-05-18,8:37:32,37.17,43.27,43.47,43.47,43.48
2021-05-18,8:37:27,37.8,44.0,44.2,44.21,44.21
2021-05-18,8:37:22,38.57,44.9,45.1,45.11,45.11
2021-05-18,8:37:17,39.44,45.91,46.12,46.13,46.14
2021-05-18,8:37:12,39.96,46.51,46.73,46.74,46.74
2021-05-18,8:37:07,40.31,46.92,47.13,47.14,47.15
2021-05-18,8:37:02,39.71,46.22,46.43,46.44,46.44
2021-05-18,8:36:57,38.9,45.27,45.47,45.48,45.48
2021-05-18,8:36:52,38.93,45.29,45.48,45.48,45.49
2021-05-18,8:36:47,38.82,45.16,45.35,45.35,45.35
2021-05-18,8:36:42,37.86,44.04,44.22,44.23,44.23
2021-05-18,8:36:37,37.23,43.3,43.48,43.49,43.49
2021-05-18,8:36:32,38.22,44.45,44.64,44.64,44.65
2021-05-18,8:36:27,39.94,46.45,46.64,46.65,46.65
2021-05-18,8:36:22,39.86,46.36,46.55,46.55,46.56
2021-05-18,8:36:17,38.15,44.36,44.54,44.54,44.54
2021-05-18,8:36:12,36.51,42.45,42.62,42.62,42.63
2021-05-18,8:36:07,35.11,40.83,40.99,40.99,40.99
2021-05-18,8:36:02,34.0,39.53,39.68,39.68,39.69
2021-05-18,8:35:57,33.32,38.73,38.88,38.89,38.89
2021-05-18,8:35:52,33.55,39.0,39.15,39.15,39.15
2021-05-18,8:35:47,34.08,39.62,39.76,39.77,39.77
2021-05-18,8:35:42,34.05,39.58,39.73,39.74,39.74
2021-05-18,8:35:37,33.27,38.69,38.85,38.85,38.85
2021-05-18,8:35:32,33.67,39.17,39.34,39.34,39.34
2021-05-18,8:35:27,34.01,39.57,39.73,39.74,39.74
2021-05-18,8:35:22,33.99,39.53,39.7,39.7,39.71
2021-05-18,8:35:17,35.48,41.26,41.43,41.44,41.44
2021-05-18,8:35:12,35.88,41.73,41.9,41.91,41.91
2021-05-18,8:35:07,35.91,41.77,41.94,41.94,41.94
2021-05-18,8:35:02,35.69,41.51,41.67,41.68,41.68
2021-05-18,8:34:57,34.82,40.48,40.64,40.65,40.65
2021-05-18,8:34:52,34.7,40.33,40.48,40.49,40.49
2021-05-18,8:34:47,34.2,39.74,39.88,39.88,39.88
2021-05-18,8:34:42,34.94,40.61,40.76,40.76,40.76
2021-05-18,8:34:37,35.85,41.66,41.82,41.82,41.82
2021-05-18,8:34:32,37.44,43.52,43.68,43.69,43.69
2021-05-18,8:34:27,37.59,43.72,43.9,43.9,43.9
2021-05-18,8:34:22,37.34,43.44,43.63,43.63,43.64
2021-05-18,8:34:17,35.62,41.44,41.63,41.63,41.63
2021-05-18,8:34:12,35.98,41.86,42.05,42.05,42.05
2021-05-18,8:34:07,36.19,42.12,42.3,42.31,42.31
2021-05-18,8:34:02,35.83,41.7,41.89,41.89,41.9
2021-05-18,8:33:57,36.21,42.14,42.33,42.33,42.34
2021-05-18,8:33:52,37.48,43.62,43.82,43.83,43.83
2021-05-18,8:33:50,38.66,44.99,45.2,45.21,45.21
2021-05-18,8:33:47,38.66,44.99,45.2,45.21,45.21
2021-05-18,8:33:42,41.25,48.02,48.24,48.25,48.25
2021-05-18,8:33:37,42.09,49.0,49.23,49.24,49.25
2021-05-18,8:33:32,40.8,47.51,47.74,47.75,47.75
2021-05-18,8:33:27,40.11,46.71,46.94,46.95,46.95
2021-05-18,8:33:22,40.45,47.11,47.35,47.36,47.36
2021-05-18,8:33:17,40.2,46.83,47.06,47.08,47.08
2021-05-18,8:33:12,40.68,47.38,47.62,47.63,47.63
2021-05-18,8:33:07,39.88,46.46,46.69,46.7,46.7
2021-05-18,8:33:02,38.1,44.37,44.6,44.61,44.61
2021-05-18,8:32:57,36.75,42.81,43.03,43.04,43.04
2021-05-18,8:32:52,35.58,41.45,41.67,41.68,41.68
2021-05-18,8:32:49,34.28,39.94,40.15,40.16,40.16
2021-05-18,8:32:42,34.51,40.22,40.43,40.44,40.45
2021-05-18,8:32:37,34.75,40.49,40.71,40.72,40.73
2021-05-18,8:32:32,34.32,40.0,40.22,40.23,40.23
2021-05-18,8:32:27,35.52,41.4,41.63,41.64,41.65
2021-05-18,8:32:22,37.01,43.14,43.38,43.39,43.4
2021-05-18,8:32:17,39.1,45.57,45.83,45.84,45.84
2021-05-18,8:32:12,40.0,46.64,46.9,46.92,46.92
2021-05-18,8:32:07,40.41,47.12,47.38,47.4,47.4
2021-05-18,8:32:02,40.51,47.24,47.51,47.53,47.53
2021-05-18,8:31:57,38.5,44.91,45.16,45.18,45.18
2021-05-18,8:31:52,37.16,43.34,43.59,43.61,43.61
2021-05-18,8:31:47,37.79,44.08,44.33,44.35,44.35
2021-05-18,8:31:42,38.13,44.47,44.72,44.74,44.74
2021-05-18,8:31:37,37.19,43.37,43.62,43.63,43.64
2021-05-18,8:31:32,36.77,42.88,43.13,43.14,43.15
2021-05-18,8:31:27,37.8,44.08,44.34,44.35,44.36
2021-05-18,8:31:22,38.77,45.21,45.47,45.49,45.49
2021-05-18,8:31:17,38.43,44.81,45.06,45.08,45.08
2021-05-18,8:31:12,37.36,43.55,43.79,43.8,43.81
2021-05-18,8:31:07,36.53,42.57,42.8,42.81,42.81
2021-05-18,8:31:02,35.0,40.78,40.99,41.0,41.0
2021-05-18,8:30:57,33.81,39.39,39.58,39.59,39.6
2021-05-18,8:30:52,33.6,39.14,39.33,39.34,39.35
2021-05-18,8:30:48,35.04,40.81,41.02,41.03,41.03
2021-05-18,8:30:42,38.32,44.63,44.85,44.86,44.86
2021-05-18,8:30:37,39.93,46.5,46.73,46.74,46.74
2021-05-18,8:30:32,39.43,45.92,46.15,46.16,46.16
2021-05-18,8:30:27,38.46,44.8,45.02,45.03,45.04
2021-05-18,8:30:22,37.99,44.26,44.49,44.5,44.5
2021-05-18,8:30:17,37.94,44.2,44.43,44.44,44.45
2021-05-18,8:30:12,38.69,45.08,45.31,45.32,45.32
2021-05-18,8:30:07,38.85,45.26,45.49,45.5,45.5
2021-05-18,8:30:02,38.41,44.75,44.99,45.0,45.0
2021-05-18,8:29:57,37.52,43.72,43.95,43.97,43.97
2021-05-18,8:29:52,37.83,44.08,44.31,44.33,44.33
2021-05-18,8:29:47,37.85,44.11,44.34,44.36,44.36
2021-05-18,8:29:42,37.03,43.16,43.39,43.4,43.4
2021-05-18,8:29:37,36.81,42.9,43.13,43.14,43.15
2021-05-18,8:29:32,36.55,42.6,42.83,42.84,42.85
2021-05-18,8:29:27,36.62,42.69,42.92,42.93,42.94
2021-05-18,8:29:22,36.34,42.37,42.61,42.62,42.62
2021-05-18,8:29:17,36.32,42.35,42.58,42.6,42.6
2021-05-18,8:29:12,36.41,42.47,42.71,42.72,42.73
2021-05-18,8:29:07,34.65,40.41,40.64,40.66,40.66
2021-05-18,8:28:17,38.69,45.12,45.37,45.39,45.39
2021-05-18,8:28:12,37.5,43.74,43.99,44.01,44.01
2021-05-18,8:28:07,36.84,42.98,43.23,43.24,43.25
2021-05-18,8:28:02,36.03,42.04,42.29,42.31,42.31
2021-05-18,8:27:57,36.15,42.18,42.44,42.45,42.46
2021-05-18,8:27:52,36.8,42.94,43.2,43.21,43.22
2021-05-18,8:27:47,36.66,42.77,43.03,43.05,43.05
2021-05-18,8:27:42,37.12,43.31,43.57,43.59,43.59
2021-05-18,8:27:37,35.93,41.92,42.17,42.19,42.19
2021-05-18,8:27:32,32.26,37.65,37.87,37.89,37.89
2021-05-18,8:27:27,31.02,36.2,36.42,36.43,36.44
2021-05-18,8:27:22,30.57,35.67,35.89,35.9,35.9
2021-05-18,8:27:17,30.94,36.11,36.33,36.34,36.35
2021-05-18,8:27:12,32.32,37.72,37.96,37.97,37.98
2021-05-18,8:27:07,33.74,39.38,39.63,39.64,39.65
2021-05-18,8:27:02,35.44,41.38,41.64,41.66,41.66
2021-05-18,8:26:57,36.8,42.98,43.26,43.28,43.28
2021-05-18,8:26:52,38.56,45.02,45.32,45.34,45.34
2021-05-18,8:26:47,38.57,45.05,45.34,45.36,45.37
2021-05-18,8:26:41,37.69,44.01,44.3,44.32,44.32
2021-05-18,8:26:36,37.64,43.95,44.23,44.25,44.26
2021-05-18,8:26:31,38.94,45.47,45.77,45.79,45.79
2021-05-18,8:26:26,41.03,47.91,48.22,48.24,48.25
2021-05-18,8:26:21,40.93,47.79,48.1,48.12,48.12
2021-05-18,8:26:16,39.79,46.46,46.75,46.78,46.78
2021-05-18,8:26:11,39.0,45.54,45.83,45.85,45.85
2021-05-18,8:26:06,39.4,46.0,46.3,46.32,46.32
2021-05-18,8:26:01,39.28,45.87,46.16,46.18,46.19
2021-05-18,8:25:56,39.33,45.92,46.22,46.24,46.24
2021-05-18,8:25:51,38.55,45.0,45.28,45.3,45.3
2021-05-18,8:25:46,37.67,43.97,44.25,44.27,44.27
2021-05-18,8:25:41,37.07,43.28,43.56,43.57,43.58
2021-05-18,8:25:36,36.63,42.77,43.05,43.07,43.07
2021-05-18,8:25:31,37.86,44.22,44.52,44.54,44.54
2021-05-18,8:25:26,37.73,44.09,44.39,44.41,44.42
2021-05-18,8:25:23,36.64,42.82,43.12,43.14,43.15
2021-05-18,8:25:16,36.25,42.37,42.67,42.69,42.7
2021-05-18,8:25:11,36.02,42.1,42.4,42.42,42.43
2021-05-18,8:25:06,37.16,43.45,43.76,43.79,43.79
2021-05-18,8:25:01,37.8,44.2,44.53,44.56,44.56
2021-05-18,8:24:56,37.61,43.99,44.32,44.35,44.35
2021-05-18,8:24:51,37.04,43.33,43.66,43.68,43.69
2021-05-18,8:24:46,35.48,41.5,41.82,41.84,41.85
2021-05-18,8:24:41,35.0,40.94,41.24,41.27,41.27
2021-05-18,8:24:36,36.07,42.18,42.5,42.52,42.53
2021-05-18,8:24:31,37.26,43.56,43.88,43.91,43.91
2021-05-18,8:24:26,38.62,45.14,45.46,45.48,45.49
2021-05-18,8:24:21,39.36,45.99,46.31,46.33,46.34
2021-05-18,8:24:16,40.0,46.73,47.05,47.07,47.07
2021-05-18,8:24:11,40.19,46.94,47.25,47.27,47.28
2021-05-18,8:24:06,40.84,47.69,48.0,48.02,48.02
2021-05-18,8:24:01,41.56,48.53,48.85,48.87,48.87
