2021-05-18,8:53:33,44.19,2
2021-05-18,8:53:28,44.35,1
2021-05-18,8:53:23,45.03,1
2021-05-18,8:53:18,47.2,1
2021-05-18,8:53:13,44.17,1
2021-05-18,8:53:08,43.98,1
2021-05-18,8:53:03,43.96,1
2021-05-18,8:53:01,43.98,1
2021-05-18,8:50:18,44.25,1
2021-05-18,8:50:13,44.5,1
2021-05-18,8:50:08,46.26,1
2021-05-18,8:50:03,44.14,3
2021-05-18,8:50:00,43.99,1
2021-05-18,8:48:53,44.39,1
2021-05-18,8:48:48,44.29,1
2021-05-18,8:48:43,44.33,1
2021-05-18,8:48:39,44.37,1
2021-05-18,8:48:18,44.2,1
2021-05-18,8:48:13,44.23,1
2021-05-18,8:48:08,44.4,1
2021-05-18,8:48:03,44.42,3
2021-05-18,8:47:58,44.46,1
2021-05-18,8:47:53,44.43,2
2021-05-18,8:47:48,44.47,1
2021-05-18,8:47:43,44.69,1
2021-05-18,8:47:38,45.01,2
2021-05-18,8:47:33,47.05,1
2021-05-18,8:47:28,45.62,1
2021-05-18,8:47:23,48.25,1
2021-05-18,8:47:22,44.75,1
2021-05-18,8:47:13,45.52,1
2021-05-18,8:47:08,45.21,3
2021-05-18,8:47:03,45.1,1
2021-05-18,8:46:58,47.21,2
2021-05-18,8:46:53,46.52,2
2021-05-18,8:46:48,46.3,1
2021-05-18,8:46:43,46.86,1
2021-05-18,8:46:38,45.69,1
2021-05-18,8:46:33,44.2,1
2021-05-18,8:46:28,44.22,1
2021-05-18,8:46:23,44.16,2
2021-05-18,8:46:18,44.06,1
2021-05-18,8:46:13,44.05,3
2021-05-18,8:46:08,44.03,1
2021-05-18,8:46:03,44.07,3
2021-05-18,8:45:58,44.21,1
2021-05-18,8:45:53,44.4,1
2021-05-18,8:45:48,45.2,1
2021-05-18,8:45:43,45.35,2
2021-05-18,8:45:38,44.0,1
2021-05-18,8:45:33,44.06,1
2021-05-18,8:45:28,43.91,1
2021-05-18,8:45:23,44.03,1
2021-05-18,8:45:18,44.05,3
2021-05-18,8:45:13,44.01,1
2021-05-18,8:45:08,44.18,3
2021-05-18,8:45:03,44.74,1
2021-05-18,8:44:58,44.09,1
2021-05-18,8:44:53,44.07,1
2021-05-18,8:44:48,44.05,2
2021-05-18,8:44:43,44.12,1
2021-05-18,8:44:38,44.24,1
2021-05-18,8:44:33,44.13,1
2021-05-18,8:44:28,44.26,2
2021-05-18,8:44:23,44.33,2
2021-05-18,8:44:18,44.74,1
2021-05-18,8:44:13,45.21,2
2021-05-18,8:44:08,44.53,1
2021-05-18,8:44:03,44.64,1
2021-05-18,8:43:58,45.21,1
2021-05-18,8:43:53,47.71,1
2021-05-18,8:43:48,44.14,1
2021-05-18,8:43:43,44.0,1
2021-05-18,8:43:38,44.08,1
2021-05-18,8:43:33,44.14,1
2021-05-18,8:43:28,44.34,3
2021-05-18,8:43:23,44.75,1
2021-05-18,8:43:18,44.19,2
2021-05-18,8:43:13,43.96,1
2021-05-18,8:43:08,44.04,1
2021-05-18,8:43:03,44.05,1
2021-05-18,8:42:58,44.12,1
2021-05-18,8:42:53,44.13,1
2021-05-18,8:42:48,44.05,1
2021-05-18,8:42:43,44.07,1
2021-05-18,8:42:38,44.11,1
2021-05-18,8:42:33,44.2,3
2021-05-18,8:42:28,44.26,1
2021-05-18,8:42:23,44.39,3
2021-05-18,8:42:18,44.65,1
2021-05-18,8:42:13,45.28,1
2021-05-18,8:42:08,46.38,1
2021-05-18,8:42:03,45.22,1
2021-05-18,8:41:58,44.5,1
2021-05-18,8:41:53,44.9,1
2021-05-18,8:41:48,46.51,1
2021-05-18,8:41:43,47.15,1
2021-05-18,8:41:38,44.84,3
2021-05-18,8:41:33,47.63,1
2021-05-18,8:41:28,44.04,2
2021-05-18,8:41:23,44.02,1
2021-05-18,8:41:18,44.02,1
2021-05-18,8:41:13,44.13,1
2021-05-18,8:41:08,44.13,1
2021-05-18,8:41:03,43.99,1
2021-05-18,8:40:58,44.16,1
2021-05-18,8:40:53,43.94,1
2021-05-18,8:40:48,43.95,1
2021-05-18,8:40:43,43.97,3
2021-05-18,8:40:38,44.0,1
2021-05-18,8:40:33,44.03,5
2021-05-18,8:40:27,44.11,1
2021-05-18,8:40:22,44.13,1
2021-05-18,8:40:17,44.18,1
2021-05-18,8:40:15,44.36,1
2021-05-18,8:40:07,44.77,1
2021-05-18,8:40:02,46.74,1
2021-05-18,8:39:57,44.09,1
2021-05-18,8:39:52,44.2,1
2021-05-18,8:39:47,44.45,3
2021-05-18,8:39:42,45.32,1
2021-05-18,8:39:37,45.04,3
2021-05-18,8:39:32,44.06,1
2021-05-18,8:39:27,44.0,1
2021-05-18,8:39:26,44.09,1
2021-05-18,8:39:17,44.15,1
2021-05-18,8:39:12,44.13,1
2021-05-18,8:39:07,44.21,1
2021-05-18,8:39:02,44.31,1
2021-05-18,8:38:57,44.54,1
2021-05-18,8:38:52,45.16,3
2021-05-18,8:38:47,45.24,1
2021-05-18,8:38:42,48.17,3
2021-05-18,8:38:37,44.34,1
2021-05-18,8:38:35,44.56,1
2021-05-18,8:38:32,44.56,1
2021-05-18,8:38:27,45.37,1
2021-05-18,8:38:22,44.48,1
2021-05-18,8:38:17,44.54,1
2021-05-18,8:38:12,44.75,1
2021-05-18,8:38:07,45.23,1
2021-05-18,8:38:02,47.68,1
2021-05-18,8:37:57,44.49,3
2021-05-18,8:37:54,44.22,1
2021-05-18,8:37:47,44.28,1
2021-05-18,8:37:42,44.48,1
2021-05-18,8:37:37,44.63,1
2021-05-18,8:37:32,44.54,1
2021-05-18,8:37:27,44.49,1
2021-05-18,8:37:22,44.16,1
2021-05-18,8:37:17,44.27,1
2021-05-18,8:37:12,44.3,1
2021-05-18,8:37:07,44.29,1
2021-05-18,8:37:02,44.27,4
2021-05-18,8:36:57,44.4,1
2021-05-18,8:36:52,45.44,3
2021-05-18,8:36:47,44.53,1
2021-05-18,8:36:42,44.71,1
2021-05-18,8:36:37,44.32,1
2021-05-18,8:36:32,44.46,1
2021-05-18,8:36:27,44.81,1
2021-05-18,8:36:22,45.56,1
2021-05-18,8:36:17,44.49,1
2021-05-18,8:36:12,45.5,1
2021-05-18,8:36:07,44.62,2
2021-05-18,8:36:02,44.47,1
2021-05-18,8:35:57,44.22,2
2021-05-18,8:35:52,44.28,1
2021-05-18,8:35:47,44.3,1
2021-05-18,8:35:42,44.3,1
2021-05-18,8:35:37,44.44,1
2021-05-18,8:35:32,44.41,1
2021-05-18,8:35:27,44.52,1
2021-05-18,8:35:22,44.65,1
2021-05-18,8:35:17,44.8,1
2021-05-18,8:35:12,45.08,4
2021-05-18,8:35:07,45.5,1
2021-05-18,8:35:02,47.67,3
2021-05-18,8:34:57,46.51,1
2021-05-18,8:34:52,46.21,1
2021-05-18,8:34:47,49.06,1
2021-05-18,8:34:42,44.72,1
2021-05-18,8:34:37,45.71,1
2021-05-18,8:34:32,44.8,1
2021-05-18,8:34:27,45.39,1
2021-05-18,8:34:22,46.44,2
2021-05-18,8:34:17,45.1,3
2021-05-18,8:34:12,44.51,1
2021-05-18,8:34:07,44.59,3
2021-05-18,8:34:02,44.76,1
2021-05-18,8:33:57,44.59,1
2021-05-18,8:33:52,45.32,1
2021-05-18,8:33:50,44.83,1
2021-05-18,8:33:47,44.83,1
2021-05-18,8:33:42,44.64,1
2021-05-18,8:33:37,44.34,1
2021-05-18,8:33:32,44.82,1
2021-05-18,8:33:27,44.93,1
2021-05-18,8:33:22,44.1,3
2021-05-18,8:33:17,44.13,1
2021-05-18,8:33:12,44.24,2
2021-05-18,8:33:07,44.24,2
2021-05-18,8:33:02,44.42,2
2021-05-18,8:32:57,45.0,1
2021-05-18,8:32:52,45.31,1
2021-05-18,8:32:49,44.26,1
2021-05-18,8:32:42,44.25,1
2021-05-18,8:32:37,44.25,1
2021-05-18,8:32:32,44.4,1
2021-05-18,8:32:27,44.32,1
2021-05-18,8:32:22,44.27,2
2021-05-18,8:32:17,44.3,3
2021-05-18,8:32:12,44.28,1
2021-05-18,8:32:07,44.39,3
2021-05-18,8:32:02,44.33,1
2021-05-18,8:31:57,44.51,1
2021-05-18,8:31:52,44.67,1
2021-05-18,8:31:47,44.91,1
2021-05-18,8:31:42,44.58,1
2021-05-18,8:31:37,44.7,1
2021-05-18,8:31:32,44.94,2
2021-05-18,8:31:27,44.48,1
2021-05-18,8:31:22,44.58,4
2021-05-18,8:31:17,44.63,1
2021-05-18,8:31:12,45.03,2
2021-05-18,8:31:07,45.37,2
2021-05-18,8:31:02,44.63,1
2021-05-18,8:30:57,44.69,1
2021-05-18,8:30:52,44.73,1
2021-05-18,8:30:48,45.06,1
2021-05-18,8:30:42,45.34,1
2021-05-18,8:30:37,44.61,2
2021-05-18,8:30:32,44.72,1
2021-05-18,8:30:27,44.76,2
2021-05-18,8:30:22,45.53,1
2021-05-18,8:30:17,46.19,2
2021-05-18,8:30:12,44.7,1
2021-05-18,8:30:07,44.44,1
2021-05-18,8:30:02,44.51,1
2021-05-18,8:29:57,44.57,1
2021-05-18,8:29:52,44.61,1
2021-05-18,8:29:47,44.75,2
2021-05-18,8:29:42,44.52,1
2021-05-18,8:29:37,44.58,1
2021-05-18,8:29:32,44.73,5
2021-05-18,8:29:27,44.81,1
2021-05-18,8:29:22,45.1,3
2021-05-18,8:29:17,47.38,1
2021-05-18,8:29:12,44.7,1
2021-05-18,8:29:07,44.7,1
2021-05-18,8:28:17,45.72,1
2021-05-18,8:28:12,46.22,1
2021-05-18,8:28:07,48.62,1
2021-05-18,8:28:02,46.55,1
2021-05-18,8:27:57,48.92,1
2021-05-18,8:27:52,45.79,1
2021-05-18,8:27:47,45.75,1
2021-05-18,8:27:42,46.53,1
2021-05-18,8:27:37,47.58,1
2021-05-18,8:27:32,48.56,3
2021-05-18,8:27:27,50.65,1
2021-05-18,8:27:22,50.03,2
2021-05-18,8:27:17,47.81,1
2021-05-18,8:27:12,48.03,1
2021-05-18,8:27:07,48.27,1
2021-05-18,8:27:02,48.5,1
2021-05-18,8:26:57,47.74,1
2021-05-18,8:26:52,47.97,1
2021-05-18,8:26:47,45.41,3
2021-05-18,8:26:41,45.71,1
2021-05-18,8:26:36,46.39,3
2021-05-18,8:26:31,49.09,1
2021-05-18,8:26:26,47.4,1
2021-05-18,8:26:21,47.92,2
2021-05-18,8:26:16,44.96,1
2021-05-18,8:26:11,45.14,2
2021-05-18,8:26:06,45.02,1
2021-05-18,8:26:01,45.32,1
2021-05-18,8:25:56,47.56,1
2021-05-18,8:25:51,44.98,3
2021-05-18,8:25:46,45.62,1
2021-05-18,8:25:41,44.7,4
2021-05-18,8:25:36,44.71,1
2021-05-18,8:25:31,44.79,1
2021-05-18,8:25:26,44.87,1
2021-05-18,8:25:23,44.93,3
2021-05-18,8:25:16,44.93,1
2021-05-18,8:25:11,44.91,1
2021-05-18,8:25:06,45.0,1
2021-05-18,8:25:01,45.38,1
2021-05-18,8:24:56,44.81,2
2021-05-18,8:24:51,44.93,1
2021-05-18,8:24:46,44.9,2
2021-05-18,8:24:41,44.97,1
2021-05-18,8:24:36,45.16,1
2021-05-18,8:24:31,44.98,1
2021-05-18,8:24:26,45.1,1
2021-05-18,8:24:21,45.13,2
2021-05-18,8:24:16,45.23,1
2021-05-18,8:24:11,45.29,1
